image_path,label,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29,angle_30,angle_31,angle_32
dataset/train\downdog\00000312.jpg,downdog,9.126556658448289,107.60692695261586,174.3611236897765,140.93600141043927,101.19203031671714,176.86403144206005,149.30310069882455,,,,,33.68957630284011,144.4515970004518,171.0978041838155,174.22148352754903,129.4446568248368,147.59424019130526,104.73173396043211,75.81719064416433,64.54552165003209,91.11883981625299,,,146.27144109773852,34.117642428541345,176.89731125335777,179.4909121961091,159.89954175637442,150.53847332150045,89.55406688922967,64.2045970239009,32.32060330157199,26.621524013403036
dataset/train\downdog\00000314.jpg,downdog,3.9826156798470773,106.77308015173375,166.0048630449958,153.8956539030856,105.30139386049854,172.9728603289585,153.02154014344583,,,,,20.348343083970608,160.41929902811364,162.36434213113148,160.4260504688662,139.67720085497763,162.08381218150996,119.71950371568626,73.90347241273166,52.465631746935436,83.32817604104487,,,28.691348717057213,152.43852146760895,179.33286739821793,177.7026752033092,175.0485866380116,174.1214970943,95.39440249974434,86.83558743619595,30.966906104184705,28.811175147656137
dataset/train\downdog\00000316.jpg,downdog,2.364280420693749,153.69643285469098,174.45558555839958,159.64302631154732,151.06271478984155,175.97293271223595,161.4233476171669,,,,,111.42933840082681,65.30874816762777,164.7071776336106,170.0941049139703,165.18116150414514,171.13670038598556,128.44018283022277,86.4279551521871,46.42220284605402,87.65505271284471,,,179.4675012542419,2.9539708886096006,173.21409901973587,172.33772277395616,168.71782599617023,161.54192054821942,41.0880778675841,33.37092984162299,14.614655676951429,11.584361913106077
dataset/train\downdog\00000319.jpg,downdog,4.095660265175954,117.26244240909762,179.70758760172677,166.18543980052226,122.04458233671703,178.30052753340726,161.20082847278002,,,,,42.610661282314844,136.64088918614712,168.06533328504645,169.85764544450626,153.8807749467982,169.7486493947005,142.90680741318883,104.61680807939786,29.103111369616116,68.05604273758829,,,156.19691936631492,24.31112738433292,175.95777758167793,174.1202088921115,175.18795205454006,170.13034101393094,76.67356893618998,66.0749608937812,28.279139336667306,27.264982896346755
dataset/train\downdog\00000320.jpg,downdog,41.85629555932824,147.41483120528565,178.0339820041639,67.67485796438437,94.75177577166538,179.96701843866649,167.089946163236,,,,,111.14194198088386,83.42854622546463,177.76856217705236,161.85534155586646,170.2185150552479,177.97046444238558,25.014733518266098,137.9022421182962,153.44599015586027,38.03969335066668,,,103.97976870443902,86.38423914003916,176.05234595160798,173.40267876093912,143.17472315024148,131.13901583740244,99.88856772797932,76.78497633301157,11.203713348983216,18.679950443112716
dataset/train\downdog\00000323.jpg,downdog,2.672917874481257,125.43617912617287,177.88031158582555,162.13042858000378,120.22554461028045,178.4777251044657,166.07688707633315,,,,,60.19086936955492,128.6866642472698,179.26334815855773,163.47773140664142,138.00159308829657,159.34236999547122,119.33217099771052,80.4466418081513,50.7258627124137,77.69082675337889,,,89.86181610379772,90.58920311758806,172.65066106110046,174.57934513369793,164.1347323750579,159.12446339541788,69.68862118735268,68.64377247110578,28.905995599344486,24.195236189215237
dataset/train\downdog\00000324.jpg,downdog,2.949690353963248,114.11752320521674,176.97169514121944,162.2718614561304,110.94499779925637,177.6724319618967,159.7849941528743,,,,,87.53004951819838,88.40925461866456,167.0325132375181,172.03360238711386,152.49300054924996,147.4625692715845,109.40521785738808,147.17741338138435,56.778916820116756,28.692284468022816,,,47.35859727014721,132.09388500237986,179.74848225883474,178.82740605970955,161.52024801738258,167.7546353577641,67.18903899620202,73.24722804063302,22.871717430435837,26.924135127791477
dataset/train\downdog\00000325.jpg,downdog,5.917870893039321,146.8283241277799,141.4968424058298,127.63556795714518,95.98348625792994,175.65679557426523,147.32254089364565,,,,,30.08023261953278,149.75666283804122,168.3938079636236,168.7546092553044,124.15610367054767,155.49581380300367,92.54813896770844,67.84575913710067,76.63662334271946,96.30575934952432,,,169.76987250655424,11.445518496586617,177.34970488866057,179.24094647443704,161.86521348263577,170.36688312049606,92.46696456321196,87.01966341587901,24.715057562197963,30.29393418157065
dataset/train\downdog\00000326.jpg,downdog,7.438317711824202,102.4272649270736,170.73125612647468,164.41425033086074,90.17945144938523,178.29772335818794,174.3914168154006,,,,,55.093174213335665,126.19989232805398,175.73593426790006,174.22006887582663,128.2394119099424,148.53716714199174,126.34247649383475,75.31625365471697,44.44977698513311,90.86816284551527,,,104.39583676072813,76.4806592752899,177.58659109924778,176.59932999804835,177.72021896651128,171.4206847624367,83.05740214774619,85.94348109549117,28.90944474361717,20.645068429369758
dataset/train\downdog\00000327.jpg,downdog,10.717896266204296,121.38843771400651,176.04637237006668,169.2118448257214,153.06602543438834,179.45505993448367,134.85326096841086,,,,,106.86637006578884,93.05775777381126,130.73914164109632,163.12062811520644,152.2935836747494,137.38637445637815,107.53480597181832,53.70901892593592,56.11379163922355,122.41422598269527,,,93.79798375989613,92.1767606769873,177.21411410050294,174.41384621481245,168.17637459929483,173.07623832538783,68.38611457379831,160.2743086803861,35.495440937211285,3.794928011617748
dataset/train\downdog\00000328.jpg,downdog,8.182374383144257,124.87679629727738,175.03552853811055,151.22784558323696,121.86112362876013,179.26213726043719,155.0297075893392,,,,,2.6420631304975286,175.23378230598757,164.23661445288113,163.82993143894225,149.36284067142407,156.62418760592666,139.6771067535609,84.8720659565707,31.18339365717411,80.52732527058475,,,177.1671394819355,3.2209131140199605,174.8535215658123,176.251744504251,162.7457061394611,157.56407790554223,62.5839158196261,55.09381629927073,29.64942284340505,25.04511848040864
dataset/train\downdog\00000329.jpg,downdog,2.644805743629851,108.0773696002583,177.4470336461049,162.3507617479523,115.49780013266144,178.21258604460564,146.77141574442095,,,,,90.71613875962564,89.17539534927057,171.36151809467682,168.89184412325008,148.31436789171093,163.0142515018894,100.49278784855525,179.6515040719816,64.9048281068263,0.3099905512188426,,,42.663148412279725,137.3146389278443,178.50439767789453,179.28638417694543,169.08933668407028,172.0664225551971,78.63531676815897,75.15489680134439,27.23053487502415,37.52740553647183
dataset/train\downdog\00000330.jpg,downdog,1.7569690664456952,97.22303280234433,179.3051981515792,178.7989669666933,128.8868414656692,178.90151212992757,147.60768472353996,,,,,87.6549005428659,81.9835680814663,135.44648954853173,149.19965080083892,151.36535870310738,158.56192962874871,129.76172202580094,164.704124528308,29.818796295922343,10.737385273025163,,,51.32638456681282,133.48894397845612,173.2460582039351,169.95177825423042,150.1353724911913,130.40378510012667,100.5249072832241,69.89430307237018,21.621830823829246,13.69285180683425
dataset/train\downdog\00000331.jpg,downdog,2.5695880546668235,136.7144892939174,176.68739682512603,170.55285186332176,146.8339563505689,176.77980299617565,160.3208660843269,,,,,86.8262019544948,77.80096645125751,166.82038262605272,153.08736840722113,179.75139670692403,171.82311739979386,72.59394622077063,36.697162364647546,96.06049186345483,140.51750564352324,,,103.5075638637631,70.88140953934746,178.2088355417261,178.1644407397373,146.72754189216715,122.69646250691464,82.71186655925331,70.7680072421336,17.830414574894757,38.80332047637573
dataset/train\downdog\00000332.jpg,downdog,17.45928106636605,122.37652896380563,177.56954469613157,169.4191467224054,138.24867306174355,174.28796137989173,36.345247263956885,,,,,84.9306062742958,169.04436571912834,163.5980562473712,37.13208840379312,151.89354685458537,133.89557111371172,101.5335650347847,118.80535445927497,67.03353076258168,41.205824353067925,,,84.38233841259145,105.04428473876655,172.31952224927159,178.52412861165405,140.14755870065903,147.94439332228058,72.78797635086121,81.20213387101975,14.802725612887109,18.20421472540157
dataset/train\downdog\00000333.jpg,downdog,72.57368724195881,152.16406227320144,179.92953186320483,129.90795466366106,65.59214038758522,178.34727645291198,128.5664385803683,,,,,133.68208019492224,127.19307233673157,173.31006931860585,175.08160487431275,149.48504661096985,164.97424485525522,39.64577003249444,101.97886819159422,124.92188664133383,72.07919960272427,,,174.50013245923617,32.072004014519315,171.44110060192108,166.84764394329392,167.31691715992662,139.3205545540389,130.63470572285178,65.21963405068907,10.884344764476086,18.722767476600218
dataset/train\downdog\00000334.jpg,downdog,6.085419639890951,109.65355893619999,177.03803523217897,152.42742211424257,92.93104812796996,176.54281310871679,168.63129929431523,,,,,35.339142542361735,144.46336484584464,153.63411020198856,157.17377063523585,147.7971703865448,157.4544830943984,110.13241939342905,125.38576944697569,58.195174649230616,46.516708862822725,,,135.20906065135267,45.57825675290767,172.92655857839085,171.64859506467764,159.1610033753111,162.6310379161882,85.90155344547935,82.530250371526,21.091973849526667,27.045725816597628
dataset/train\downdog\00000335.jpg,downdog,0.6160853280964698,139.36491510169492,177.01753029273482,152.56701453696417,141.9506686220523,178.1762910789608,145.08101444914945,,,,,139.52385417006832,48.29795962527455,165.98418050191526,173.06719697166497,167.99217681931327,148.5045962960091,107.97436728647916,113.62251054024107,54.966652140970425,60.662410892474234,,,46.26629756927069,132.22560192542036,178.40285723657246,177.9078297822953,156.98663965838495,159.58181828920593,48.655494936220165,61.573275298229454,23.4640323156281,20.874918866106974
dataset/train\downdog\00000338.jpg,downdog,10.359313541619334,51.426994323759494,170.70815373544033,152.8181625844113,128.32996694912086,178.85129460164103,141.67630594683177,,,,,101.06331067777552,84.91016690434941,179.90622066866072,169.85445508897016,147.6536883892066,151.7913636088502,103.4206259957627,80.44580783255604,52.70644482787881,81.91447018989197,,,42.1706542957574,147.61188255223075,179.15938800833396,178.9539576411068,168.4231210933736,175.07936366693286,99.73004728458157,102.85921457027739,20.264319860402544,22.11774805373299
dataset/train\downdog\00000341.jpg,downdog,4.021245533847834,124.76179722128516,179.5863407914941,164.8611821331594,128.08364828488527,177.87529715616228,154.72024295691216,,,,,75.65184977143933,100.37290175788635,170.4664913017321,177.38948505762573,172.20702934479135,163.6069314092046,101.73220412069396,164.54754949115656,65.94461510176517,12.465703968089327,,,30.79238251447387,147.59868949409042,178.7043795370238,178.27893692651818,165.0033661503763,167.74142879394813,84.12620194562973,100.9444781901681,25.221509864498376,27.092634800208494
dataset/train\downdog\00000342.jpg,downdog,4.012967304294432,121.04563467036978,177.60542469120895,159.60099462058838,127.18588993988438,177.04781258170118,142.60197993047467,,,,,61.37800825194465,115.82309465571447,162.78119961720316,162.8314470590346,156.06761026566946,166.56603447611596,143.9031161701872,70.55733220605472,31.634167394994332,93.50815661955895,,,130.66925120170242,50.866491406549386,174.84378024706177,174.02293538558666,164.56517937899267,162.72782778177256,86.67622126829211,65.99530443908365,22.942105727822515,23.978384422616482
dataset/train\downdog\00000343.jpg,downdog,0.7775214201551507,97.45881866658026,175.64390147874008,168.08412855469217,100.58815137882877,179.14670903324293,161.99208706230883,,,,,157.35022878228153,20.68938256733336,168.2249161845522,163.38312080663835,144.64355778524308,149.72644517724967,101.96512793123836,133.71747369982413,64.06253846114865,43.595451717959826,,,12.918473659027198,166.68189939364606,177.12222661568654,176.74132512677699,162.65175785746456,168.91766927680027,86.93169905030284,81.45374827175185,25.9184837068511,27.56573905665189
dataset/train\downdog\00000344.jpg,downdog,0.5542553788576919,98.59639909025955,171.3344424178061,155.79861689332597,110.8640322364332,172.28170509782365,141.95852603139295,,,,,48.42502285704625,130.75695189222603,170.39145349787074,168.77845342529014,144.91760465435658,151.31962895402697,113.29219026187614,161.4081344805273,51.76704480234023,17.08869239163498,,,17.004959132154813,162.20555536747023,179.59539800541413,177.80910866054876,163.24422074513632,177.47803959746994,84.46122103359725,94.12998585928548,23.374349021548795,33.227562047203364
dataset/train\downdog\00000345.png,downdog,0.49067896297971675,121.63670720818534,174.9005559288523,161.34481224839223,127.20195170516038,179.4349133772849,154.5442192672589,,,,,76.04364353082536,102.83748038797155,158.51860130863392,154.80067367944574,168.70150296056514,159.55670231707867,87.50939267345441,136.43783408818678,73.30589641936015,37.76646284548439,,,59.63081405995788,121.19708422927678,140.2179693462334,175.00596459553387,169.02127052180134,150.6936426566571,57.14307638317222,53.102628039985724,32.24924508648321,31.42577483727696
dataset/train\downdog\00000346.jpg,downdog,1.0824342370360889,86.18239367616452,173.67067342062745,169.22806962198206,88.64640300916575,173.62658554572005,167.85434437056102,,,,,170.57363393401297,12.094686436043508,172.9355710517762,175.3231126400878,141.86894180858107,150.03933412361314,121.65621810154794,156.90231522446945,39.86713665590491,19.777943616305524,,,29.32270300524913,150.888585431453,179.9076285402529,178.2582441248007,173.02338035657144,176.72946375420247,92.74282789735258,97.65964310661495,29.837201178804825,25.8527298670427
dataset/train\downdog\00000347.jpg,downdog,0.07213525031205716,126.20768292252517,176.3619444423354,156.92553130018277,123.89162707673614,176.1188228306511,155.77113943304175,,,,,177.79129457150844,5.612832248884818,164.67063427317342,165.17379705562774,162.57703490947515,162.60497474498524,109.13247525729439,150.56566276693454,51.09765972853444,23.95561040340927,,,28.229316999186327,151.11283540784194,175.7283262181984,175.6326619230204,136.29547011585953,147.27828590953968,51.35838159317161,59.985346604841624,14.350680368078656,25.55367509089
dataset/train\downdog\00000348.jpg,downdog,73.9443016742669,134.68859175914284,179.75201678093896,140.01719978167728,107.48012753441355,179.09544087117612,145.86153935622053,,,,,101.21994781530519,97.71355716336275,176.95606294766483,177.19886115895284,154.18911174439123,174.86357985442183,53.33066195079043,79.78472379387708,83.27328113363336,62.02597078808031,,,108.92847073176945,89.4426398325945,128.38413348843392,173.09735999220558,111.50596310628107,54.3544447608564,50.15329291939193,51.73108013054,7.741438084948684,13.917681661582922
dataset/train\downdog\00000349.png,downdog,0.24006304072969212,92.7741266606545,167.9510459939837,152.62609754783327,106.81803457841568,178.03627033818336,150.62696348900238,,,,,120.44172244368993,69.65639543649809,178.0686662043911,155.60899911981207,156.69521932187874,157.27553332831852,62.625339627451716,139.11046847633506,103.04911732452618,30.3846241795132,,,16.201177352029667,161.97832039835208,177.0071993403239,175.54842454565727,152.39668057307804,165.02867362811065,71.58455204263099,66.48566933686004,20.423708591521358,22.843205919010344
dataset/train\downdog\00000351.png,downdog,0.24006304072969212,92.7741266606545,167.9510459939837,152.62609754783327,106.81803457841568,178.03627033818336,150.62696348900238,,,,,120.44172244368993,69.65639543649809,178.0686662043911,155.60899911981207,156.69521932187874,157.27553332831852,62.625339627451716,139.11046847633506,103.04911732452618,30.3846241795132,,,16.201177352029667,161.97832039835208,177.0071993403239,175.54842454565727,152.39668057307804,165.02867362811065,71.58455204263099,66.48566933686004,20.423708591521358,22.843205919010344
dataset/train\downdog\00000353.jpg,downdog,6.4805060236240735,127.11268712898907,179.73985736049605,163.6630756764494,126.8275465451598,179.79567361846483,169.37800060276888,,,,,56.25505579828865,120.75426155670722,136.84344441321733,147.97281826763526,159.6411532722253,117.86275288712524,131.5035375819145,163.13340940698407,30.085064153673127,13.456360759859903,,,11.90372710086218,170.5326192332128,151.712998077992,152.79257207236196,144.33409277122198,161.4031873923046,77.1196077045265,104.59077568037651,19.28119189063002,15.997041508561344
dataset/train\downdog\00000354.jpg,downdog,2.2955116914220697,101.1503963707049,172.17745208237162,148.08230004993877,104.79044828438401,166.63084541487416,139.9725091741571,,,,,116.68264929310646,64.87836601287302,152.82124527099643,162.60724317899334,118.31292498058181,131.4875076422176,100.36924872591695,89.41606124790863,46.874769407106484,69.00672956937792,,,13.857126880729274,166.55554871382625,172.6615593757116,171.89050352917138,159.08049700488928,165.5425464862267,78.18057117659372,83.70513293639247,21.243708605628676,24.662574686722618
dataset/train\downdog\00000355.jpg,downdog,32.388847509826896,96.71640466534343,176.7465814194973,45.24419200216943,112.38147405948362,175.7457994840773,149.933775307319,,,,,137.77289558971881,52.16150003950052,157.44130662336693,156.10792303055257,175.0330512003636,137.84553825507516,77.94244070800325,61.70187232544227,70.74409951877664,94.75307153034326,,,108.31957031622751,75.85725371510418,176.76781252150906,153.43163887265408,130.01512366031392,151.1247877414999,53.89010782213481,66.01546741564601,14.636801138507675,15.629776399871258
dataset/train\downdog\00000356.jpg,downdog,5.88920527743238,128.87453951121591,176.36526948760468,152.80345375879762,110.75662144073657,178.04798049643207,176.1321242433216,,,,,171.82513014456316,5.418077511109525,173.51683655540575,178.97473519496515,140.83546795297667,124.36243283612218,87.00429732974786,125.74224790972352,80.45086838573869,44.05863886091724,,,102.2643173015081,75.17449502746739,167.29298934413885,162.69652585143118,175.25515349935438,175.1481164228493,59.942271856971985,72.63395602182054,27.261828354475526,28.077368128530843
dataset/train\downdog\00000357.jpg,downdog,3.90167256016038,108.51016456814949,179.79632558510735,177.75304884693483,108.13977148013302,179.6676086432366,167.80059696339137,,,,,70.56982931497186,105.1666588010669,164.36417661714202,165.47405085057545,135.2607095213583,166.35943701500656,108.57901455946534,98.8231623769826,58.66550884398937,71.40905089888386,,,135.33164460253715,45.635298863449805,178.38555552662788,175.17656162561354,144.06444018402627,151.41023526285892,86.39057753139993,82.37287884063124,23.361935198409427,30.500722829159205
dataset/train\downdog\00000358.jpg,downdog,0.14147373907395333,119.6279673837943,175.6402307233965,161.30749563478855,123.63705917863119,178.09897986946993,153.7066394437822,,,,,134.39067239138296,44.61831359462916,171.24226947230687,172.7122883987494,147.59735593202274,149.83679378551633,114.55145951249374,176.28812124696987,50.163586146048075,2.969491458116377,,,49.46409399807022,130.79811667515833,179.61433707208718,178.40471497846565,165.27095117809583,153.25863253297942,64.81595463168699,68.356205108367,23.28840424150756,16.524603026111084
dataset/train\downdog\00000360.jpg,downdog,2.365435596775695,105.9169425675027,176.96399129849274,159.36963787601837,112.13131874726517,176.94863152098645,148.1735576904298,,,,,153.95968562851175,24.377013175857652,164.068542881183,168.0694482743284,176.89916981893754,148.02598362859896,106.00477839695844,116.586608334617,61.74737487001235,56.925931769013715,,,175.92037922300435,4.054721073680814,174.49555354964528,172.94506384643282,164.8368653994206,174.24750240709906,68.74999939939828,72.2308564434837,23.04998629629784,26.241896749459325
dataset/train\downdog\00000362.jpg,downdog,8.56596828202971,127.550728812633,175.13745503505376,143.10087154673954,115.25892791627555,174.94797034126557,158.77307510780483,,,,,23.90773081906356,157.0870140326439,159.9590904859656,166.63927832241822,147.24816289403918,158.52558921352497,109.78411457849407,96.3351442830684,66.662802225786,74.57575380435784,,,170.65572412200487,7.865493534982686,172.7984440877255,170.1098733983841,154.63190061527084,155.369378590203,68.75847741826333,66.2312982177277,22.544796988336902,35.64258204789665
dataset/train\downdog\00000365.jpg,downdog,5.2660006616571575,147.22079440883942,177.82762902439086,149.06710050686934,146.8419171048304,172.07347601772554,141.6130867319273,,,,,63.52780671092728,115.81613943415041,159.83034691012617,158.11600062158502,166.62320690141988,147.22037802733482,94.62174914491146,178.5421476447265,67.89963261519789,1.2188617813877625,,,45.827059928499565,132.19644554868657,177.65634554101894,99.78321293948144,170.3945288760038,142.8127688976168,119.04554393395925,145.0382097649498,18.243103554594395,4.808608742248921
dataset/train\downdog\00000366.png,downdog,0.06912286387959596,111.30796846716744,173.07108827536644,156.36674844711885,110.48778701554278,173.75796995520014,153.2226210514987,,,,,135.79894975541072,39.77617835493584,173.6400312498998,177.39216893256554,139.139408831183,146.02739534397546,110.7037361217687,131.36867833736162,59.607929812593234,42.57694001471792,,,55.407615190535104,124.88583350216855,175.3514355675917,175.3724486308928,167.11731429519367,168.88450824368334,74.57342669616872,78.90516884250074,30.959754205189704,30.44695582636912
dataset/train\downdog\00000369.png,downdog,2.5056703609251105,120.41338574759907,179.16061334635648,142.17361043696334,123.2741156521778,177.95096633687007,137.72632306017746,,,,,80.95722182936503,94.80560101411098,170.11523434531338,174.5429575873429,163.11477833835602,160.75925564519036,104.56857208310387,124.00783783159245,63.20930927436959,50.08845927386944,,,22.71670310459127,158.1816899051683,177.2913134499902,176.87448470035739,157.25485905789108,167.48760223941213,104.80080149430987,104.72451451305979,16.090906137525668,18.136643350795826
dataset/train\downdog\00000370.jpg,downdog,3.558658548482629,124.54178600557997,174.54257717889539,149.91306356978686,117.51778776677435,174.87435888282707,158.72986410986087,,,,,38.13119678010345,142.70524502205632,160.60815251196857,157.4860607888804,138.39295542096306,168.87850757371734,106.99152846926783,78.87556309032837,65.61210340890865,76.09810864682365,,,134.908310842113,45.55355702617994,166.018379162538,167.0846791294415,165.19073253444134,161.84205002868165,82.75050731303666,82.10198884704029,26.84594213640674,18.71300930065948
dataset/train\downdog\00000372.jpg,downdog,1.4294379811024922,110.05638089672975,179.70358712004943,165.9802849409375,108.5105451368573,178.6878218525256,164.65903421417542,,,,,157.6312461557388,24.812110684172833,165.6658975282704,173.07060795961624,160.93729453979122,157.15014035608698,92.02407106644435,179.62831157308608,69.20289710678226,0.3149544227412358,,,3.9373093249095312,174.93810196059488,162.7608899480744,162.79799566977368,169.62496542754656,171.6482049598231,84.3536537490162,94.48961022665577,25.936929869798806,20.176630066256543
dataset/train\downdog\00000375.jpg,downdog,0.44336905130750986,120.14396155482743,175.32707862566429,160.43681826283043,113.74461388102003,176.55792501540807,165.1365234389361,,,,,153.08115490193197,31.265107051731906,161.88706422077496,168.56225707754814,166.05443271025445,158.34053155729558,89.9056461543246,134.57372273443525,71.14391919546438,41.8332925298675,,,57.57128777897331,122.92628839256675,171.41338457823974,174.79788117038,160.11765295820197,170.76399077806926,60.02625052042951,76.51237903541617,23.6104825615262,32.60419362448293
dataset/train\downdog\00000376.jpg,downdog,10.199613719242992,119.38462028832512,175.72132157257366,156.48053594268177,114.06465898664952,179.94369263721381,165.89270574449102,,,,,40.792900872672526,140.96620310822132,170.20205954529476,163.04895689131797,127.77059839797911,161.5601349014005,164.2278006995846,71.6223472024247,14.429389402196238,85.78590148380714,,,115.20030162252245,65.27403937258713,176.13228832382882,176.82376393753324,171.11763161763267,165.65367779297327,71.90878598919019,72.87068477356037,27.680939471487545,23.211273409964395
dataset/train\downdog\00000377.jpg,downdog,5.475860305195659,116.36706032805502,177.65101547481552,166.20858674020192,118.97447320352113,176.83421874713156,171.7382172866605,,,,,150.53965590912975,29.53213382853225,160.544717028467,156.18087811737183,161.4571510256283,165.91095369902942,122.03393535630978,167.61919142281653,44.749486129005774,10.817650721805045,,,140.337729920498,40.49602129476174,177.88277843872058,178.6324359666595,162.09698832552596,167.6602271092089,76.99736250150342,89.98279246983324,26.204766110590835,24.738708873873744
dataset/train\downdog\00000378.jpg,downdog,3.5934201546628195,128.18953400192,172.02147400646933,156.30740326840416,128.60687074346473,176.24922843516978,154.0661937847972,,,,,14.08433089763781,166.98362457955716,167.5791307236956,173.74697711769036,122.55364002768367,160.2717990529838,75.08176226361495,102.18287595675942,74.17383859497482,67.83308282784087,,,18.196708995665908,162.21144144691715,176.47579188308325,175.89682528613034,154.34287627402495,157.1208973764211,75.83713444902865,75.96115597514952,24.61262540165797,24.23171325123192
dataset/train\downdog\00000379.png,downdog,3.7390686789100083,140.52746357176233,178.95655495728005,165.44782754299146,140.1091422154977,174.03916005474443,162.15178947916755,,,,,5.153429996588159,176.26984902917758,165.35231514527908,160.43480353543237,159.8110956473019,154.09423412292833,86.90451118880702,139.15237457068142,75.77083811760775,34.65280436886437,,,6.884401195258298,173.66311198071799,178.6696205494955,178.65141262445763,144.6522942111157,161.93780354431,70.4391883773791,81.2419686487095,20.731395581204865,26.44517711441992
dataset/train\downdog\00000382.jpg,downdog,0.8757502583457668,129.1444699524642,177.20405854868656,164.38352447155881,141.71277219036017,178.06390056276695,151.27953144272666,,,,,151.93177449714497,27.805616039464915,162.2736733619288,163.45630062705916,154.91067439142012,147.93195192497885,123.4720140753693,170.58963057106382,42.051128497182,8.703475587689503,,,39.340843468931865,139.42866316094612,175.37869453199178,176.92815785815776,154.5307917775245,160.20121094718195,55.658602940622096,58.376814311222255,23.207018828201814,20.596039058050234
dataset/train\downdog\00000385.png,downdog,2.107315331587343,118.64759416641495,173.68211010257895,158.60210727139784,111.758792159788,176.1798452005661,164.99177236599766,,,,,74.94843143585113,103.23960842652252,164.52893750269635,172.8966438841803,148.38860614961874,157.12795727430182,120.73804752442648,108.53636476771713,49.154311062451846,61.767354380719745,,,175.13398963605897,3.2735767670699003,176.2868708205148,178.04076848298627,177.0990237267048,168.7399130963712,98.8985168099194,81.49081736034647,27.716980269397,27.145686664779433
dataset/train\downdog\00000388.png,downdog,2.107315331587343,118.64759416641495,173.68211010257895,158.60210727139784,111.758792159788,176.1798452005661,164.99177236599766,,,,,74.94843143585113,103.23960842652252,164.52893750269635,172.8966438841803,148.38860614961874,157.12795727430182,120.73804752442648,108.53636476771713,49.154311062451846,61.767354380719745,,,175.13398963605897,3.2735767670699003,176.2868708205148,178.04076848298627,177.0990237267048,168.7399130963712,98.8985168099194,81.49081736034647,27.716980269397,27.145686664779433
dataset/train\downdog\00000391.jpg,downdog,29.004342166629904,126.71532555135197,178.2006017950567,134.285669326256,85.70629737922816,178.23589574847443,56.815804668457524,,,,,73.78559949364943,141.05719163989409,24.245312528599097,177.96161553681696,168.59962282425445,166.244746180221,137.23228389439404,90.43045445734656,23.733276534503666,73.6168531068897,,,95.03962975286264,91.42418958556961,14.912580189388885,24.195928703961254,172.90084811364903,149.13775267537778,140.10250735269312,138.4082872311372,19.46925298187044,9.073960600332345
dataset/train\downdog\00000392.jpg,downdog,5.928800955924706,140.57497191088143,177.07378824598013,154.70424528010386,135.35728173501823,177.98202935533917,160.07888357924975,,,,,76.07253197551766,106.4565309110407,160.60281110917984,157.70884884902188,151.3767850884821,158.95214141462247,118.57029024397796,99.57957154848297,54.7935638152674,70.69425079601977,,,159.20868956278377,21.39844991166253,174.37836586981368,172.93889364490101,161.57435557073086,162.84759684947656,54.111819498772995,51.9427694800121,22.907395285851564,24.82455424786503
dataset/train\downdog\00000393.jpg,downdog,1.0263113661502539,104.45042334232039,174.56402568912355,148.867480687566,112.99894628343104,176.95205708670176,136.55029584631555,,,,,167.5627934306635,11.234251851103464,174.8888945535168,173.1751676072875,139.9360199171482,140.64501875748928,109.66280031464217,155.8857122034782,58.964428900867965,21.224673980221635,,,98.4579998913299,80.54523850378187,179.7221607283998,178.72176626917587,165.8873186460625,173.46590131480338,88.25147433419109,92.03200322110293,28.16018429816415,29.954997479519736
dataset/train\downdog\00000394.jpg,downdog,3.1632656678756153,147.231521012223,177.768503386237,151.7619641303491,146.65737811169257,179.14394608363142,147.10320352525073,,,,,110.66636670738721,67.48773021162698,154.4163736497346,133.49359205883027,178.69318974687073,156.3850278943117,2.1722994637567434,96.95457627545811,177.11498492284178,53.10405651842637,,,141.24471719702836,42.058632599147685,165.3231322818164,177.64341910617253,172.73129278245935,167.8860757195015,102.62529439169275,61.600571389398546,9.896637000029122,29.183473540347784
dataset/train\downdog\00000403.jpg,downdog,4.008372847902939,87.57658062835685,177.3518454994122,160.1852824633185,133.41619263529424,165.8206460568033,116.51841253480546,,,,,40.97632623924271,134.12616517459935,166.63317287627743,171.68581693979306,148.38964838070433,123.63519407870656,124.12385603201149,120.5856709311455,45.67450997677054,50.88910816859406,,,21.209732284888634,158.9494778463901,179.0866705659471,179.3167697486302,170.4187352093817,174.64919112802627,87.24324948488609,89.96172016384516,33.51531339074539,31.662067087511183
dataset/train\downdog\00000404.jpg,downdog,12.683858107449963,121.7041327822222,178.44664131078102,162.63821883624465,166.61793978791763,178.20917617386013,73.08924071441233,,,,,86.48739712781854,177.86805199609032,165.02872360052922,66.0742563826404,149.13250841012186,133.7737556384289,103.2545839366625,119.31600827692769,61.89374615297415,38.735944377882106,,,85.59897417459304,103.69950327490197,170.41982600403716,178.57345892885715,146.51443389534313,142.92704991409136,75.24225193018265,76.0054102554619,17.602134329215772,19.33480822621772
